"NmBarang","Tahun","Bulan","Periode","TotalPenjualan","PenjualanBulanSebelumnya"
MIKAKO SAMBAL BALADO,2024,1,Tengah Bulan,826000.0,663220.0
MIKAKO SAMBAL BALADO,2024,2,Akhir Bulan,1228500.0,826000.0
MIKAKO SAMBAL BALADO,2024,2,Awal Bulan,1365500.0,1228500.0
MIKAKO SAMBAL BALADO,2024,2,Tengah Bulan,1027500.0,1365500.0
MIKAKO SAMBAL BALADO,2024,3,Akhir Bulan,182500.0,1027500.0
MIKAKO SAMBAL BALADO,2024,3,Awal Bulan,167000.0,182500.0
MIKAKO SAMBAL BALADO,2024,3,Tengah Bulan,238500.0,167000.0
MIKAKO SAMBAL BALADO,2024,4,Akhir Bulan,631500.0,238500.0
MIKAKO SAMBAL BALADO,2024,4,Tengah Bulan,43000.0,631500.0
MIKAKO SAMBAL BALADO,2024,5,Akhir Bulan,569500.0,43000.0
MIKAKO SAMBAL BALADO,2024,5,Tengah Bulan,399500.0,569500.0
MIKAKO SAMBAL BALADO,2024,6,Awal Bulan,367500.0,399500.0
MIKAKO SAMBAL BALADO,2024,6,Tengah Bulan,409500.0,367500.0
MIKAKO SOSIS BAKAR,2024,5,Akhir Bulan,253500.0,
MIKAKO SOSIS BAKAR,2024,6,Awal Bulan,1087000.0,253500.0
MIKAKO SOSIS BAKAR,2024,6,Tengah Bulan,577360.0,1087000.0
MIKAKO SPICY SMOKED BEEF,2023,12,Akhir Bulan,1158500.0,
MIKAKO SPICY SMOKED BEEF,2023,12,Awal Bulan,1076500.0,1158500.0
MIKAKO SPICY SMOKED BEEF,2023,12,Tengah Bulan,910500.0,1076500.0
MIKAKO SPICY SMOKED BEEF,2024,1,Akhir Bulan,419500.0,
MIKAKO SPICY SMOKED BEEF,2024,1,Awal Bulan,612500.0,419500.0
MIKAKO SPICY SMOKED BEEF,2024,1,Tengah Bulan,934500.0,612500.0
MIKAKO SPICY SMOKED BEEF,2024,2,Akhir Bulan,1020500.0,934500.0
MIKAKO SPICY SMOKED BEEF,2024,2,Awal Bulan,1318000.0,1020500.0
MIKAKO SPICY SMOKED BEEF,2024,2,Tengah Bulan,1059400.0,1318000.0
MIKAKO SPICY SMOKED BEEF,2024,3,Akhir Bulan,261000.0,1059400.0
MIKAKO SPICY SMOKED BEEF,2024,3,Awal Bulan,145000.0,261000.0
MIKAKO SPICY SMOKED BEEF,2024,3,Tengah Bulan,326500.0,145000.0
MIKAKO SPICY SMOKED BEEF,2024,4,Akhir Bulan,220000.0,326500.0
MIKAKO SPICY SMOKED BEEF,2024,4,Tengah Bulan,189500.0,220000.0
MIKAKO SPICY SMOKED BEEF,2024,5,Akhir Bulan,1170000.0,189500.0
MIKAKO SPICY SMOKED BEEF,2024,5,Awal Bulan,633500.0,1170000.0
MIKAKO SPICY SMOKED BEEF,2024,5,Tengah Bulan,995000.0,633500.0
MIKAKO SPICY SMOKED BEEF,2024,6,Awal Bulan,549500.0,995000.0
MIKAKO SPICY SMOKED BEEF,2024,6,Tengah Bulan,883500.0,549500.0
MIKAKO STIK SPICY BALADO FLAVOUR,2023,12,Akhir Bulan,941000.0,
MIKAKO STIK SPICY BALADO FLAVOUR,2023,12,Awal Bulan,552000.0,941000.0
MIKAKO STIK SPICY BALADO FLAVOUR,2023,12,Tengah Bulan,853000.0,552000.0
MIKAKO STIK SPICY BALADO FLAVOUR,2024,1,Awal Bulan,970000.0,
MIKAKO STIK SPICY BALADO FLAVOUR,2024,2,Akhir Bulan,564000.0,970000.0
MIKAKO STIK SPICY BALADO FLAVOUR,2024,3,Akhir Bulan,191000.0,564000.0
MIKAKO STIK SPICY BALADO FLAVOUR,2024,3,Awal Bulan,292000.0,191000.0
MIKAKO STIK SPICY BALADO FLAVOUR,2024,3,Tengah Bulan,99000.0,292000.0
MIKAKO STIK SPICY BALADO FLAVOUR,2024,4,Akhir Bulan,1231000.0,99000.0
MIKAKO STIK SPICY BALADO FLAVOUR,2024,4,Tengah Bulan,33500.0,1231000.0
MIKAKO STIK SPICY BALADO FLAVOUR,2024,5,Akhir Bulan,612500.0,33500.0
MIKAKO STIK SPICY BALADO FLAVOUR,2024,5,Awal Bulan,157000.0,612500.0
MIKAKO STIK SPICY BALADO FLAVOUR,2024,5,Tengah Bulan,585000.0,157000.0
MIKAKO STIK SPICY BALADO FLAVOUR,2024,6,Awal Bulan,575500.0,585000.0
MIKAKO STIK SPICY BALADO FLAVOUR,2024,6,Tengah Bulan,226500.0,575500.0
MIKASA MERAH,2023,12,Akhir Bulan,119000.0,
MIKASA MERAH,2023,12,Awal Bulan,141500.0,119000.0
MIKASA MERAH,2023,12,Tengah Bulan,81500.0,141500.0
MIKASA MERAH,2024,1,Akhir Bulan,17000.0,
MIKASA MERAH,2024,1,Awal Bulan,85500.0,17000.0
MIKASA MERAH,2024,1,Tengah Bulan,130000.0,85500.0
MIKASA MERAH,2024,2,Akhir Bulan,131500.0,130000.0
MIKASA MERAH,2024,3,Awal Bulan,30500.0,131500.0
MIKASA MERAH,2024,4,Akhir Bulan,136000.0,30500.0
MIKASA MERAH,2024,5,Akhir Bulan,100500.0,136000.0
MIKASA MERAH,2024,5,Awal Bulan,119000.0,100500.0
MIKASA MERAH,2024,5,Tengah Bulan,109500.0,119000.0
MIKASA MERAH,2024,6,Awal Bulan,8500.0,109500.0
MIKASA MERAH,2024,6,Tengah Bulan,26000.0,8500.0
MILK CHOLATE 200ML,2024,5,Akhir Bulan,183500.0,
MILK COOKIES 250G,2023,12,Akhir Bulan,116000.0,
MILK COOKIES 250G,2023,12,Awal Bulan,86000.0,116000.0
MILK COOKIES 250G,2023,12,Tengah Bulan,67000.0,86000.0
MILK COOKIES 250G,2024,1,Akhir Bulan,91500.0,
MILK COOKIES 250G,2024,1,Awal Bulan,139000.0,91500.0
MILK COOKIES 250G,2024,1,Tengah Bulan,64000.0,139000.0
MILK COOKIES 250G,2024,2,Akhir Bulan,52500.0,64000.0
MILK COOKIES 250G,2024,2,Awal Bulan,118500.0,52500.0
MILK COOKIES 250G,2024,2,Tengah Bulan,62000.0,118500.0
MILK COOKIES 250G,2024,5,Akhir Bulan,370000.0,62000.0
MILK COOKIES 250G,2024,5,Awal Bulan,17500.0,370000.0
MILK COOKIES 250G,2024,6,Awal Bulan,141000.0,17500.0
MILK STROBERI DIAMOND,2024,5,Akhir Bulan,163500.0,
MILK UHT FUUL CREAM 200ML,2024,5,Akhir Bulan,112000.0,
MILKITA 120G COKLAT,2024,1,Akhir Bulan,254500.0,
MILKU COKELAT PREMIUM 200ML,2023,12,Akhir Bulan,3301500.0,
MILKU COKELAT PREMIUM 200ML,2023,12,Awal Bulan,2976000.0,3301500.0
MILKU COKELAT PREMIUM 200ML,2023,12,Tengah Bulan,2823500.0,2976000.0
MILKU COKELAT PREMIUM 200ML,2024,1,Akhir Bulan,3488000.0,
MILKU COKELAT PREMIUM 200ML,2024,1,Awal Bulan,2631500.0,3488000.0
MILKU COKELAT PREMIUM 200ML,2024,1,Tengah Bulan,3364650.0,2631500.0
MILKU COKELAT PREMIUM 200ML,2024,2,Akhir Bulan,1459500.0,3364650.0
MILKU COKELAT PREMIUM 200ML,2024,2,Awal Bulan,1611500.0,1459500.0
MILKU COKELAT PREMIUM 200ML,2024,2,Tengah Bulan,3126000.0,1611500.0
MILKU COKELAT PREMIUM 200ML,2024,3,Akhir Bulan,777000.0,3126000.0
MILKU COKELAT PREMIUM 200ML,2024,3,Awal Bulan,244000.0,777000.0
MILKU COKELAT PREMIUM 200ML,2024,3,Tengah Bulan,1398000.0,244000.0
MILKU COKELAT PREMIUM 200ML,2024,4,Akhir Bulan,2489000.0,1398000.0
MILKU COKELAT PREMIUM 200ML,2024,4,Tengah Bulan,1349000.0,2489000.0
MILKU COKELAT PREMIUM 200ML,2024,5,Akhir Bulan,426500.0,1349000.0
MILKU COKELAT PREMIUM 200ML,2024,5,Awal Bulan,1561000.0,426500.0
MILKU COKELAT PREMIUM 200ML,2024,5,Tengah Bulan,3652000.0,1561000.0
MILKU COKELAT PREMIUM 200ML,2024,6,Tengah Bulan,747500.0,3652000.0
MILKU STROBERI 200ML,2023,12,Akhir Bulan,3609000.0,
MILKU STROBERI 200ML,2023,12,Awal Bulan,2831000.0,3609000.0
MILKU STROBERI 200ML,2023,12,Tengah Bulan,2557500.0,2831000.0
MILKU STROBERI 200ML,2024,1,Akhir Bulan,2747500.0,
MILKU STROBERI 200ML,2024,1,Awal Bulan,3611000.0,2747500.0
MILKU STROBERI 200ML,2024,1,Tengah Bulan,2742000.0,3611000.0
MILKU STROBERI 200ML,2024,2,Akhir Bulan,2433500.0,2742000.0
MILKU STROBERI 200ML,2024,2,Awal Bulan,1799000.0,2433500.0
MILKU STROBERI 200ML,2024,2,Tengah Bulan,2725000.0,1799000.0
MILKU STROBERI 200ML,2024,3,Akhir Bulan,950500.0,2725000.0
MILKU STROBERI 200ML,2024,3,Awal Bulan,226500.0,950500.0
MILKU STROBERI 200ML,2024,3,Tengah Bulan,582000.0,226500.0
MILKU STROBERI 200ML,2024,4,Akhir Bulan,2572000.0,582000.0
MILKU STROBERI 200ML,2024,4,Tengah Bulan,1478000.0,2572000.0
MILKU STROBERI 200ML,2024,5,Akhir Bulan,1015000.0,1478000.0
MILKU STROBERI 200ML,2024,5,Awal Bulan,1049000.0,1015000.0
MILKU STROBERI 200ML,2024,5,Tengah Bulan,4169000.0,1049000.0
MILKU STROBERI 200ML,2024,6,Tengah Bulan,776000.0,4169000.0
MILO SC 14 G,2024,1,Tengah Bulan,1402500.0,
MILO SC 14 G,2024,5,Akhir Bulan,211500.0,1402500.0
MILO SC 14 G,2024,5,Awal Bulan,1014000.0,211500.0
MILO SC 14 G,2024,5,Tengah Bulan,1193500.0,1014000.0
MILO UHT 110ML,2024,5,Akhir Bulan,555000.0,
MILO UHT 110ML,2024,5,Awal Bulan,577500.0,555000.0
MILO UHT 110ML,2024,5,Tengah Bulan,1244500.0,577500.0
MILO UHT 110ML,2024,6,Awal Bulan,436500.0,1244500.0
MILO UHT 110ML,2024,6,Tengah Bulan,306500.0,436500.0
MILO UHT 180ML NEW,2024,5,Akhir Bulan,890000.0,
MILO UHT 180ML NEW,2024,5,Tengah Bulan,281500.0,890000.0
MILO UHT 180ML NEW,2024,6,Awal Bulan,1132000.0,281500.0
MILO UHT 180ML NEW,2024,6,Tengah Bulan,292500.0,1132000.0
MINTZ CHERRYMINT,2024,5,Akhir Bulan,142500.0,
MINTZ CHERRYMINT,2024,5,Awal Bulan,377000.0,142500.0
MINTZ CHERRYMINT,2024,5,Tengah Bulan,47500.0,377000.0
MINTZ CHERRYMINT,2024,6,Tengah Bulan,17000.0,47500.0
MINTZ DOUBLEMINT,2024,5,Akhir Bulan,287500.0,
MINTZ DOUBLEMINT,2024,5,Awal Bulan,317000.0,287500.0
MINTZ DOUBLEMINT,2024,5,Tengah Bulan,983000.0,317000.0
MINTZ DOUBLEMINT,2024,6,Awal Bulan,12000.0,983000.0
MINTZ DOUBLEMINT,2024,6,Tengah Bulan,60500.0,12000.0
MINYAK GELAS GOLCO,2023,12,Awal Bulan,295000.0,
MINYAK GELAS GOLCO,2023,12,Tengah Bulan,78500.0,295000.0
MINYAK GRNG FORTUNE 1 LTR,2023,12,Akhir Bulan,67000.0,
MINYAK GRNG FORTUNE 1 LTR,2023,12,Awal Bulan,52500.0,67000.0
MINYAK GRNG FORTUNE 1 LTR,2023,12,Tengah Bulan,84000.0,52500.0
MINYAK GRNG FORTUNE 1 LTR,2024,1,Akhir Bulan,41500.0,
MINYAK GRNG FORTUNE 1 LTR,2024,1,Awal Bulan,57500.0,41500.0
MINYAK GRNG FORTUNE 1 LTR,2024,1,Tengah Bulan,36000.0,57500.0
MINYAK GRNG FORTUNE 1 LTR,2024,2,Akhir Bulan,148000.0,36000.0
MINYAK GRNG FORTUNE 1 LTR,2024,2,Awal Bulan,84500.0,148000.0
MINYAK GRNG FORTUNE 1 LTR,2024,2,Tengah Bulan,125000.0,84500.0
MINYAK GRNG FORTUNE 1 LTR,2024,3,Akhir Bulan,18000.0,125000.0
MINYAK GRNG FORTUNE 1 LTR,2024,3,Awal Bulan,159000.0,18000.0
MINYAK GRNG FORTUNE 1 LTR,2024,4,Akhir Bulan,42000.0,159000.0
MINYAK GRNG FORTUNE 1 LTR,2024,4,Tengah Bulan,17500.0,42000.0
MINYAK GRNG FORTUNE 1 LTR,2024,5,Akhir Bulan,141500.0,17500.0
MINYAK GRNG FORTUNE 1 LTR,2024,5,Awal Bulan,48500.0,141500.0
MINYAK GRNG FORTUNE 1 LTR,2024,5,Tengah Bulan,18000.0,48500.0
MINYAK GRNG FORTUNE 1 LTR,2024,6,Awal Bulan,210000.0,18000.0
MINYAK GRNG FORTUNE 1 LTR,2024,6,Tengah Bulan,73000.0,210000.0
MINYAK KAYU PUTIH 15 ML,2023,12,Tengah Bulan,51000.0,
MINYAK KAYU PUTIH 15 ML,2024,1,Akhir Bulan,7000.0,
MINYAK KAYU PUTIH 15 ML,2024,1,Awal Bulan,171500.0,7000.0
MINYAK KAYU PUTIH 15 ML,2024,1,Tengah Bulan,147000.0,171500.0
MINYAK KAYU PUTIH 15 ML,2024,4,Tengah Bulan,62000.0,147000.0
MINYAK KEMIRI DJENF AYU 75ML,2023,12,Awal Bulan,76000.0,
MINYAK KEMIRI DJENF AYU 75ML,2023,12,Tengah Bulan,48500.0,76000.0
MINYAK KEMIRI DJENF AYU 75ML,2024,6,Awal Bulan,307000.0,
MINYAK ORANG-ARING NIAGARA ASLI,2024,6,Tengah Bulan,50000.0,
MINYAK TAWON 100ML,2023,12,Akhir Bulan,47500.0,
MINYAK TAWON 100ML,2024,4,Akhir Bulan,44000.0,
MINYAK ZAUTUN HERBORIST 75ML,2023,12,Akhir Bulan,87500.0,
MINYAK ZAUTUN HERBORIST 75ML,2023,12,Awal Bulan,212000.0,87500.0
MINYAK ZAUTUN HERBORIST 75ML,2023,12,Tengah Bulan,34000.0,212000.0
MINYAK ZAUTUN HERBORIST 75ML,2024,1,Akhir Bulan,31000.0,
MINYAK ZAUTUN HERBORIST 75ML,2024,1,Awal Bulan,131000.0,31000.0
MINYAK ZAUTUN HERBORIST 75ML,2024,1,Tengah Bulan,202000.0,131000.0
MINYAK ZAUTUN HERBORIST 75ML,2024,2,Akhir Bulan,55000.0,202000.0
MINYAK ZAUTUN HERBORIST 75ML,2024,2,Awal Bulan,22000.0,55000.0
MINYAK ZAUTUN HERBORIST 75ML,2024,2,Tengah Bulan,353000.0,22000.0
MINYAK ZAUTUN HERBORIST 75ML,2024,3,Akhir Bulan,59000.0,353000.0
MINYAK ZAUTUN HERBORIST 75ML,2024,3,Awal Bulan,74500.0,59000.0
MINYAK ZAUTUN HERBORIST 75ML,2024,4,Tengah Bulan,31000.0,74500.0
MISTER POTATO BBQ 85 G,2024,6,Awal Bulan,44000.0,
MISTER POTATO BLACK PAPER 100G,2024,1,Akhir Bulan,46000.0,
MISTER POTATO C ORIGINAL 85 G,2024,5,Akhir Bulan,27000.0,
MISTER POTATO C ORIGINAL 85 G,2024,6,Tengah Bulan,76500.0,27000.0
MISTER POTATO CHE,2023,12,Tengah Bulan,66500.0,
MISTER POTATO CHE,2024,1,Awal Bulan,65500.0,
MISTER POTATO CHE,2024,1,Tengah Bulan,62000.0,65500.0
MISTER POTATO CHE,2024,2,Awal Bulan,18500.0,62000.0
MISTER POTATO CHE,2024,6,Awal Bulan,39000.0,18500.0
MISTER POTATO CHE,2024,6,Tengah Bulan,15000.0,39000.0
MISTER POTATO GHOST 80G,2024,1,Akhir Bulan,43500.0,
MISTER POTATO GHOST 80G,2024,2,Tengah Bulan,16000.0,43500.0
MISTER POTATO RUMPUT LAUT 80G,2024,5,Akhir Bulan,28000.0,
MISTER POTATO RUMPUT LAUT 80G,2024,6,Awal Bulan,20000.0,28000.0
MITU BABY REF 50 BLUE,2024,6,Awal Bulan,15500.0,
MITU BABY REF 50 PURPLE,2024,6,Awal Bulan,44500.0,
MITU BB WIPES WHITE,2023,12,Akhir Bulan,18000.0,
MITU BB WIPES WHITE,2023,12,Tengah Bulan,179000.0,18000.0
MIZONE CRANBERRY 500ML,2024,5,Tengah Bulan,658000.0,
MKP 15,2023,12,Awal Bulan,7000.0,
MKP 15,2024,1,Akhir Bulan,123000.0,
MKP 15,2024,1,Tengah Bulan,46000.0,123000.0
MKP 15,2024,2,Akhir Bulan,13000.0,46000.0
MKP 15,2024,2,Awal Bulan,79000.0,13000.0
MKP 15,2024,2,Tengah Bulan,11000.0,79000.0
MKP 15,2024,3,Awal Bulan,99000.0,11000.0
MKP 15,2024,3,Tengah Bulan,21000.0,99000.0
MKP LANG 30,2023,12,Akhir Bulan,51000.0,
MKP LANG 30,2023,12,Awal Bulan,27500.0,51000.0
MKP LANG 30,2023,12,Tengah Bulan,307000.0,27500.0
MKP LANG 30,2024,1,Akhir Bulan,21000.0,
MKP LANG 30,2024,1,Awal Bulan,101000.0,21000.0
MKP LANG 30,2024,1,Tengah Bulan,62000.0,101000.0
MKP LANG 30,2024,2,Akhir Bulan,47000.0,62000.0
MKP LANG 30,2024,2,Tengah Bulan,139000.0,47000.0
MKP LANG 30,2024,3,Akhir Bulan,37000.0,139000.0
MKP LANG 30,2024,4,Akhir Bulan,12000.0,37000.0
MKP LANG 30,2024,4,Tengah Bulan,164500.0,12000.0
MKP LANG 30,2024,5,Akhir Bulan,25500.0,164500.0
MKP LANG 30,2024,6,Awal Bulan,106500.0,25500.0
MKP LANG 30,2024,6,Tengah Bulan,54500.0,106500.0
MKP LANG 60,2023,12,Awal Bulan,92000.0,
MODERN  CTB 100 DWASA,2023,12,Awal Bulan,296000.0,
MODERN  CTB 100 DWASA,2023,12,Tengah Bulan,49500.0,296000.0
MODERN  CTB 100 DWASA,2024,4,Akhir Bulan,247500.0,
MODERN  CTB 100 DWASA,2024,5,Awal Bulan,87500.0,247500.0
MODERN CB,2023,12,Akhir Bulan,35000.0,
MODERN CB,2024,1,Awal Bulan,225000.0,
MODERN CB,2024,1,Tengah Bulan,52000.0,225000.0
MODERN COTTON BABY PUFF100,2024,4,Akhir Bulan,123000.0,
MODERN COTTON BUT 60S BABY,2024,3,Tengah Bulan,57000.0,
MODERN COTTON BUT 60S BABY,2024,4,Akhir Bulan,147000.0,57000.0
MODERN COTTON BUT 60S BABY,2024,4,Tengah Bulan,368500.0,147000.0
MODERN COTTON BUT 60S DEWASA,2023,12,Awal Bulan,139000.0,
MODERN COTTON BUT 60S DEWASA,2024,1,Akhir Bulan,241000.0,
MODERN COTTON BUT 60S DEWASA,2024,2,Awal Bulan,102500.0,241000.0
MODERN COTTON BUT 60S DEWASA,2024,4,Akhir Bulan,192000.0,102500.0
MODERN COTTON MODE DEWASA,2023,12,Akhir Bulan,217000.0,
MODERN COTTON MODE DEWASA,2023,12,Tengah Bulan,47500.0,217000.0
MODERN COTTON MODE DEWASA,2024,4,Akhir Bulan,138500.0,
MODERN CTB 100 BABY,2023,12,Akhir Bulan,130000.0,
MODERN CTB 100 BABY,2023,12,Tengah Bulan,285000.0,130000.0
MODERN CTB 100 BABY,2024,1,Awal Bulan,52500.0,
MODERN CTB 100 BABY,2024,3,Akhir Bulan,42500.0,52500.0
MODERN CTB 100 BABY,2024,4,Akhir Bulan,607000.0,42500.0
MODERN CTB 100 BABY,2024,4,Tengah Bulan,301500.0,607000.0
MODERN CTB 100 BABY,2024,5,Awal Bulan,197000.0,301500.0
MODERN CTB 100 DEWASA,2023,12,Akhir Bulan,266000.0,
MODERN CTB 100 DEWASA,2024,1,Awal Bulan,82500.0,
MODERN CTB 100 DEWASA,2024,2,Akhir Bulan,118000.0,82500.0
MODERN CTB 100 DEWASA,2024,2,Tengah Bulan,240500.0,118000.0
MODERN CTB 100 DEWASA,2024,3,Awal Bulan,11000.0,240500.0
MODERN CTB 45 BABY,2023,12,Akhir Bulan,178500.0,
MODERN CTB 45 BABY,2024,1,Akhir Bulan,177000.0,
MODERN CTB 45 BABY,2024,1,Awal Bulan,140000.0,177000.0
MODERN CTB 45 BABY,2024,1,Tengah Bulan,177500.0,140000.0
MODERN CTB 45 BABY,2024,2,Awal Bulan,44500.0,177500.0
MODERN CTB 45 BABY,2024,2,Tengah Bulan,110000.0,44500.0
MODERN KAPAS 30G,2023,12,Akhir Bulan,37500.0,
MODERN KAPAS 30G,2024,1,Awal Bulan,124000.0,
MODERN KAPAS 30G,2024,2,Awal Bulan,119500.0,124000.0
MODERN KAPAS 30G,2024,2,Tengah Bulan,26000.0,119500.0
MODERN KAPAS 30G,2024,4,Tengah Bulan,6500.0,26000.0
MODI BONTELA 8G,2024,3,Akhir Bulan,180500.0,
MODI BONTELA 8G,2024,3,Tengah Bulan,128000.0,180500.0
MODI BONTELA 8G,2024,4,Akhir Bulan,110000.0,128000.0
MODI BONTELA 8G,2024,4,Tengah Bulan,79500.0,110000.0
MODI GRAPE GUMMY 9G,2024,3,Akhir Bulan,805000.0,
MODI GRAPE GUMMY 9G,2024,3,Tengah Bulan,272500.0,805000.0
MODI GRAPE GUMMY 9G,2024,4,Akhir Bulan,286000.0,272500.0
MODI GRAPE GUMMY 9G,2024,4,Tengah Bulan,174000.0,286000.0
MODI MINI 1123,2024,2,Akhir Bulan,529000.0,
MODI MINI 1123,2024,2,Awal Bulan,34500.0,529000.0
MODI MINI 1123,2024,2,Tengah Bulan,192000.0,34500.0
MODI MINI 1123,2024,3,Akhir Bulan,167000.0,192000.0
MODI MINI 1123,2024,3,Tengah Bulan,152500.0,167000.0
MODI MINI 1123,2024,4,Akhir Bulan,999500.0,152500.0
MODI MINI 1123,2024,4,Tengah Bulan,62500.0,999500.0
MODI MINI 123 PIZZA,2024,2,Awal Bulan,6000.0,
MODI MINI 123 PIZZA,2024,2,Tengah Bulan,430500.0,6000.0
MODI PIZZA TIME 8G,2024,3,Akhir Bulan,59500.0,
MODI PIZZA TIME 8G,2024,4,Akhir Bulan,334000.0,59500.0
MODI PIZZA TIME 8G,2024,4,Tengah Bulan,117000.0,334000.0
MODI PIZZA TIME 8G,2024,5,Awal Bulan,65000.0,117000.0
MOGU MOGU 320 LECI,2024,2,Akhir Bulan,137000.0,
MOGU MOGU 320 LECI,2024,2,Tengah Bulan,369500.0,137000.0
MOGU MOGU 320 STRAW,2024,1,Akhir Bulan,94000.0,
MOGU MOGU 320 STRAW,2024,2,Awal Bulan,237000.0,94000.0
MOGU MOGU 320 STRAW,2024,2,Tengah Bulan,236000.0,237000.0
MOGU MOGU 320 STRAW,2024,3,Akhir Bulan,325500.0,236000.0
MOGU MOGU 320 STRAW,2024,3,Tengah Bulan,156500.0,325500.0
MOGU MOGU 320 STRAW,2024,4,Tengah Bulan,90500.0,156500.0
MOGU MOGU MELON 320ML,2024,1,Akhir Bulan,109500.0,
MOGU MOGU MELON 320ML,2024,2,Akhir Bulan,404000.0,109500.0
MOGU MOGU MELON 320ML,2024,2,Awal Bulan,354500.0,404000.0
MOGU MOGU MELON 320ML,2024,3,Awal Bulan,93500.0,354500.0
MOGU MOGU NANAS 320ML,2024,2,Akhir Bulan,271000.0,
MOGU MOGU NANAS 320ML,2024,2,Tengah Bulan,268500.0,271000.0
MOGUMOGU 320ML COCONUT,2024,2,Akhir Bulan,374000.0,
MOGUMOGU 320ML COCONUT,2024,3,Akhir Bulan,257000.0,374000.0
MOGUMOGU 320ML COCONUT,2024,3,Awal Bulan,134000.0,257000.0
MOGUMOGU 320ML COCONUT,2024,3,Tengah Bulan,141000.0,134000.0
MOGUMOGU 320ML COCONUT,2024,4,Tengah Bulan,190000.0,141000.0
MOLTO AIO BLUE NEW,2023,12,Akhir Bulan,100000.0,
MOLTO AIO BLUE NEW,2024,1,Awal Bulan,82500.0,
MOLTO AIO SAC PINK,2023,12,Akhir Bulan,17500.0,
MOLTO AIO SAC PINK,2024,1,Awal Bulan,130500.0,
MOLTO AIO SAC PINK,2024,5,Akhir Bulan,252500.0,130500.0
MOLTO AIO SAC PINK,2024,5,Tengah Bulan,165500.0,252500.0
MOLTO AIO SAC PINK,2024,6,Awal Bulan,68500.0,165500.0
MOLTO AL IN 1 BLUE 10 ML,2023,12,Akhir Bulan,153500.0,
MOLTO AL IN 1 BLUE 10 ML,2024,1,Awal Bulan,158000.0,
MOLTO AL IN 1 BLUE 10 ML,2024,5,Akhir Bulan,231500.0,158000.0
MOLTO AL IN 1 BLUE 10 ML,2024,5,Tengah Bulan,132000.0,231500.0
MOLTO AL IN 1 BLUE 10 ML,2024,6,Awal Bulan,263000.0,132000.0
MOLTO BOOST JAPAN 8ML,2023,12,Akhir Bulan,6000.0,
MOLTO BOOST JAPAN 8ML,2024,1,Awal Bulan,93500.0,
MOLTO HYGIENE 10 ML,2024,1,Awal Bulan,213500.0,
MOLTO LUXURY,2023,12,Akhir Bulan,161500.0,
MOLTO LUXURY,2024,1,Awal Bulan,8000.0,
MOLTO PEWANGI BIRU 280 ML,2023,12,Akhir Bulan,86000.0,
MOLTO PEWANGI BIRU 280 ML,2024,1,Akhir Bulan,10000.0,
MOLTO PEWANGI BIRU 280 ML,2024,1,Tengah Bulan,110500.0,10000.0
MOLTO PEWANGI PINK 280 ML,2023,12,Akhir Bulan,102000.0,
MOLTO PEWANGI PINK 280 ML,2024,1,Akhir Bulan,30000.0,
MOLTO PEWANGI PINK 280 ML,2024,1,Awal Bulan,74000.0,30000.0
MOLTO PURE SOFT&GENTLE,2023,12,Akhir Bulan,304000.0,
MOLTO PURE SOFT&GENTLE,2024,1,Awal Bulan,51000.0,
MOLTO SAC ELEGAN,2023,12,Akhir Bulan,209500.0,
MOLTO SAC ELEGAN,2024,1,Awal Bulan,38000.0,
MOLTO SAC KOREAN STW,2023,12,Akhir Bulan,52500.0,
MOLTO SAC KOREAN STW,2024,1,Awal Bulan,216000.0,
MOLTO TRIKA 400ML BLUE,2024,1,Awal Bulan,61500.0,
MOLTO TRIKA JP 400 ML,2023,12,Tengah Bulan,88000.0,
MOLTP TRIKA FS 400 ML,2024,1,Awal Bulan,20000.0,
MOLTP TRIKA FS 400 ML,2024,4,Tengah Bulan,46000.0,20000.0
MOMOGI CAPPUCINO 6 G,2024,1,Akhir Bulan,27000.0,
MOMOGI CAPPUCINO 6 G,2024,1,Tengah Bulan,16000.0,27000.0
MOMOGI CAPPUCINO 6 G,2024,2,Awal Bulan,1342500.0,16000.0
MOMOGI CAPPUCINO 6 G,2024,2,Tengah Bulan,20000.0,1342500.0
MOMOGI STIK KEJU,2024,1,Akhir Bulan,47500.0,
MOMOGI STIK KEJU,2024,1,Tengah Bulan,10000.0,47500.0
MOMOGI STIK KEJU,2024,2,Awal Bulan,67000.0,10000.0
MOMOGI STIK KEJU,2024,2,Tengah Bulan,464500.0,67000.0
MOMOGI TUTTI FRUTI,2024,1,Akhir Bulan,62500.0,
MOMOGI TUTTI FRUTI,2024,1,Tengah Bulan,28500.0,62500.0
MOMOGI TUTTI FRUTI,2024,2,Awal Bulan,476500.0,28500.0
MOMOGI TUTTI FRUTI,2024,2,Tengah Bulan,179000.0,476500.0
MOMOGI TWIST 75G JAGUNG BKR,2024,3,Akhir Bulan,20000.0,
MOMOGI TWIST 75G JAGUNG BKR,2024,3,Tengah Bulan,15000.0,20000.0
MOMOGI TWIST 75G JAGUNG BKR,2024,4,Akhir Bulan,26000.0,15000.0
MOMOGI TWIST 75G JAGUNG BKR,2024,4,Tengah Bulan,30500.0,26000.0
MOMOGI TWIST 75G KEJU,2024,3,Akhir Bulan,32000.0,
MOMOGI TWIST 75G KEJU,2024,4,Akhir Bulan,45000.0,32000.0
MOMOGI TWIST 75G KEJU,2024,4,Tengah Bulan,80000.0,45000.0
MOMOTARO 45G,2023,12,Akhir Bulan,427500.0,
