"KdBarang","NmBarang","Bulan","Tahun","TotalTerjual"
"9,00E+12",KOTAK SABUN,4,2024,2
"9,00E+12",ROYCO AYAM 8G,4,2024,12
"9,00E+12",MIE SEDAAP WHITE CURRY 81 G,4,2024,24
"9,00E+12",SUKSES AYAM GEPREK ISI 2,4,2024,115
"9,00E+12",ROYCO RASA AYAM 8G,4,2024,3
"9,00E+12",MIE SEDAAP AYAM BAWANG 70 G,4,2024,12
"9,00E+12",KUACI REBO SALTED CARAMEL 70,4,2024,2
"9,00E+12",MIKAKO KIMCHI,4,2024,60
"9,00E+12",MIKAKO RICA AYAM,4,2024,146
"9,00E+12",SUKSES ISI 2 RASA RENDANG,4,2024,109
"9,00E+12",MIE SEDAAP SELERO PADANG 88 G,4,2024,25
"9,00E+12",SUKRO OVEN BAWANG 100GR,4,2024,10
"9,00E+12",SABUN NUFO PINK,4,2024,15
"9,00E+12",MIKAKO RUMPUT LAUT,4,2024,37
"9,00E+12",K NATURAL ALOE 85G,4,2024,1
"9,00E+12",MIE SEDAAP BASO SPESIAL 77 G,4,2024,19
"9,00E+12",MIE SUKSESS IS 2 RASA AYAM BAWANG,4,2024,62
"9,00E+12",MIE SEDAAP AYAM SPESIAL 69 G,4,2024,4
"9,00E+12",KUSUKA JAGUNG AMERIKA 100G,4,2024,31
"9,00E+12",ROYALE SOFT LAVENDER 13ML,4,2024,19
"9,00E+12",MIKAKO AYAM BAWANG,4,2024,101
"9,00E+12",SUKSES ISI 2 AYAM KECAP,4,2024,109
"9,00E+12",MIKAKO AYAM GEPREK,4,2024,62
"9,00E+12",ROYALE SOFT VELVET 13ML,4,2024,9
"9,00E+12",ROASTED CORN 35 G,4,2024,4
"9,00E+12",SABUN NUVO BLUE,4,2024,13
"9,00E+12",SUKSES AYAM KREMES,4,2024,111
"9,00E+12",MIE SEDAAP AYAM KRISPI 88 G,4,2024,38
"9,00E+12",MIKAKO BAWANG,4,2024,59
"9,00E+12",KUSUKA KARI AYAM 100,4,2024,28
"9,00E+12",ROYALE SUNNY DAY,4,2024,15
"9,00E+12",KRAFT CHEFFAR 165 G,4,2024,1
"9,00E+12",KOTAK SABUN DLX,4,2024,1
"9,00E+12",ROASTED CHICKEN 180G,4,2024,2
"9,00E+12",ROMA KELAPA,4,2024,17
"9,00E+12",SOKLIN SOFTERGENTSAKURA 770,4,2024,4
"9,00E+12",MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,4,2024,1
"9,00E+12",SOKLIN SOFTERGENT PURPLE 770,4,2024,4
"9,00E+12",PROGUARD 72G KUNING,4,2024,9
"9,00E+12",SABUN NUVO RED,4,2024,17
"9,00E+12",PROGUARD 72G HIJAU,4,2024,5
"9,00E+12",MILKU COKELAT PREMIUM 200ML,4,2024,301
"9,00E+12",SOKLIN SOFTERGENT FRESH 770 G,4,2024,4
"9,00E+12",K NATURAL COTTON 85G,4,2024,2
"9,00E+12",PROGUARD 72G BIRU,4,2024,8
"9,00E+12",MILKU STROBERI 200ML,4,2024,287
"9,00E+12",MIE SEDAAP CUP AYAM NAMPOL,4,2024,36
"9,00E+12",SOKLIN SOFTERGENT 50G BIRU,4,2024,27
"9,00E+12",KOPIKO 78 250 COFFE LATE,4,2024,19
"9,00E+12",K NATURAL WHITE SOAP SPARKLING,4,2024,5
"9,00E+12",MINYAK TAWON 100ML,4,2024,1
"9,00E+12",MIE GELAS BAKSO SAPI,4,2024,40
"9,00E+12",RAPIKA HIJAU 400ML,4,2024,1
"9,00E+12",KUACI REBO SALTED CARAMEL 150G,4,2024,3
"9,00E+12",MIKAKO SAMBAL BALADO,4,2024,51
"9,00E+12",JELLYGUM STW,4,2024,45
"9,00E+12",MIE SEDAAP SELECTION SINGAPORE 83 G,4,2024,55
"9,00E+12",SABUN NUVO GREEN,4,2024,13
"9,00E+12",SUKSES RASA KARI AYAM,4,2024,71
"9,00E+12",RAPIKA SAKURA 400ML,4,2024,1
"9,00E+12",MIE SEDAAP AYAM BAKAR LIMAU,4,2024,69
"9,00E+12",PROCHIZ KEJU OLES 170G,4,2024,2
"9,00E+12",MIKAKO SPICY SMOKED BEEF,4,2024,54
"9,00E+12",MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,4,2024,22
"9,00E+12",ROMA ARDEN CHOCO,4,2024,30
"9,00E+12",MIKAKO STIK SPICY BALADO FLAVOUR,4,2024,149
"9,00E+12",LARUTAN PENYEGAR 500,4,2024,6
"9,00E+12",SOKLIN WHITE&BRIGHT770G,4,2024,4
"9,00E+12",SABUN NUVO KUNING,4,2024,27
"9,00E+12",SOKLIN VIOLET 14ML,4,2024,8
"9,00E+12",ROMA SARI GANDUM 290 G,4,2024,16
"9,00E+12",PEPSODENT WITH 190,4,2024,11
"9,00E+12",PEPSODENT WITH 120,4,2024,12
"9,00E+12",NUVO BW 450 PINK,4,2024,5
"9,00E+12",SIDO MUNCUL SUSU JAHE,4,2024,24
"9,00E+12",PEPSODENT SIWAK 110 G,4,2024,12
"9,00E+12",KIWI CAIR 75 BLACK,4,2024,3
"9,00E+12",MIE SEDAAP CUP SOTO,4,2024,12
"9,00E+12",PEPSODENT SG BRILIAN SOFT,4,2024,1
"9,00E+12",NUVO BW 450 TOSKA,4,2024,3
"9,00E+12",MIE SEDAAP CUP BASO SPC,4,2024,1
"9,00E+12",SOKLIN ANTISEP 273G,4,2024,34
"9,00E+12",SLAI OLAI 192G NANAS,4,2024,1
"9,00E+12",KIS MINT GRAPE,4,2024,1
"9,00E+12",PEPSDENT PG 190 SIWAK HAB,4,2024,10
"9,00E+12",MAMA 105ML CHARCOAL,4,2024,5
"9,00E+12",PEANUT CREAM 280G,4,2024,8
"9,00E+12",NUVO BW R 450ML PUTIH,4,2024,3
"9,00E+12",SUPER BUBUR ABON SAPI,4,2024,27
"9,00E+12",SG CIPTADEN TOTAL CLEAN S,4,2024,6
"9,00E+12",MAMA LEMON 680ML,4,2024,1
"9,00E+12",SG CIPTADEN SOFT,4,2024,22
"9,00E+12",KECAP BANGO REFF 20 ML,4,2024,46
"9,00E+12",MIE SEDAAP GORENG KOREAN SPICY,4,2024,86
"9,00E+12",ROSE CRAM 180 GRAM,4,2024,3
"9,00E+12",MAMA LEME,4,2024,5
"9,00E+12",SOKLIN FRES PROTECTION 275 G,4,2024,22
"9,00E+12",NIVEA MEN WHITE OIL CONTROL,4,2024,2
"9,00E+12",NIVEA MEN WHITE OIL FOAM R100 ML,4,2024,3
"9,00E+12",SOKLIN 425G MERAH,4,2024,12
"9,00E+12",PIATOS 85 SAPI PANGGANG,4,2024,30
"9,00E+12",MAMA CHARCOAL 230ML,4,2024,2
"9,00E+12",MAMA 680ML CHARCOAL,4,2024,1
"9,00E+12",PIATOS 50 SAPI PANGGANG,4,2024,16
"9,00E+12",MAMA 230ML JRK NIPIS,4,2024,1
"9,00E+12",SG SYSTEMA SMART,4,2024,7
"9,00E+12",KUACI REBO GREENTEA 150G,4,2024,4
"9,00E+12",NOMOS JUMBO PREMIUM 10 MJAM,4,2024,20
"9,00E+12",SO KLIN SMART SOFF 800GR,4,2024,4
"9,00E+12",SO KLIN SOFT RED 275G,4,2024,25
"9,00E+12",OISHI PILLOWS DURIAN 110 G,4,2024,2
"9,00E+12",SO KLIN LIQ 400ML VIOLET,4,2024,7
"9,00E+12",NUVO REFILL CARE PROTECT,4,2024,3
"9,00E+12",SO KLIN SOFT FRESH 275G,4,2024,44
"9,00E+12",NUVO REFILL GOLD,4,2024,1
"9,00E+12",MIE SEDAAP CUP GORENG,4,2024,52
"9,00E+12",NUVO REFILL NATURE PROTECT,4,2024,4
"9,00E+12",SO KLIN LIQUID 230 ML,4,2024,3
"9,00E+12",NUVO REEF 250 MILK MOISTURIZER,4,2024,2
"9,00E+12",SUPER BUBUR KUAH KARI,4,2024,11
"9,00E+12",KELAPA CREAM ROMA 40 G,4,2024,43
"9,00E+12",SO KLIN SCT,4,2024,69
"9,00E+12",MIE SEDAAP CUP KARI SPC,4,2024,24
"9,00E+12",SO KLIN PEMUTIH 250 LEMON,4,2024,2
"9,00E+12",NUVO RELAX & PROTECT,4,2024,19
"9,00E+12",NUVO SAKINAH TOSKA 76G,4,2024,6
"9,00E+12",SO KLIN PEMUTIH 250 MLAVENDER,4,2024,1
"9,00E+12",SO KLIN SOFTERGENT RP 275 G,4,2024,2
"9,00E+12",PARAMEK,4,2024,3
"9,00E+12",SO KLIN LANTAI FLORAL R400 ML,4,2024,1
"9,00E+12",PAPAYA BRIGTENING SOAP 130,4,2024,2
"9,00E+12",SOKLIN 400ML SAKURA,4,2024,8
"9,00E+12",SO KLIN LANTAI FRUITY APPLE 345ML,4,2024,4
"9,00E+12",MIE SEDAAP CUP RAWIT BINGT 75 G,4,2024,24
"9,00E+12",NUVO BW R450ML MERAH,4,2024,3
"9,00E+12",MAESTRO THOUSAND ISLAND SAC 180G,4,2024,1
"9,00E+12",OSKADON,4,2024,3
"9,00E+12",SEDAAP CUP GORENG KOREA,4,2024,24
"9,00E+12",ROMA SUPERSTAR,4,2024,15
"9,00E+12",ORONAMIN C,4,2024,9
"9,00E+12",NUVO R 250ML UNGU,4,2024,5
"9,00E+12",SO KLIN LANTAI ROSE R345 ML,4,2024,1
"9,00E+12",SUPER BUBUR AYAM,4,2024,4
"9,00E+12",KIS MINT BARLEY,4,2024,1
"9,00E+12",SO KLIN SOFTERGENT KORAN CAMEL,4,2024,73
"9,00E+12",MADU TJ OBH 150G,4,2024,1
"9,00E+12",ROMA SANDWICH CHO BON BON,4,2024,17
"9,00E+12",PONDS MEN FF 90G TURBO VACUUM,4,2024,1
"9,00E+12",MIE SEDAAP KARI AYAM,4,2024,15
"9,00E+12",KOPI JAHE SIDOMUNCUL,4,2024,10
"9,00E+12",MANGKOK NAMIKO,4,2024,15
"9,00E+12",SOKLIN PWG BIRU 800ML,4,2024,1
"9,00E+12",MIE SEDAAP CUP BASO BLUDUK,4,2024,24
"9,00E+12",SOKLIN PINK 14ML,4,2024,3
"9,00E+12",KALPA 20G,4,2024,42
"9,00E+12",LASEGAR JERUK 320ML,4,2024,10
"9,00E+12",MAREI SUSU 100G,4,2024,3
"9,00E+12",SOKLIN LIQ R 250ML,4,2024,16
"9,00E+12",SG CIPT 3 REGULER,4,2024,5
"9,00E+12",POCI TEH CELUP MELATI,4,2024,1
"9,00E+12",MORRIS SAHARA 110ML,4,2024,2
"9,00E+12",MORRIS TRAVEL BALI 100,4,2024,1
"9,00E+12",ROSE CREAM STROWBERI 280G,4,2024,6
"9,00E+12",SOKLIN LIQ ANTI BACTERI 750ML,4,2024,17
"9,00E+12",SG CIPT CRYSTAL MEDIUM,4,2024,20
"9,00E+12",KUACI REBO MILK FLAVOR 150G,4,2024,5
"9,00E+12",MARINA HBL 100 SMOOTH&GLOW,4,2024,1
"9,00E+12",POSH BROWN 150 ML,4,2024,1
"9,00E+12",ROMA KELAPA CREAM CKLT 189G,4,2024,8
"9,00E+12",POSH BLUE 150ML,4,2024,2
"9,00E+12",LARUTAN KLNG APEL,4,2024,24
"9,00E+12",POSH BLACK GD 150 ML,4,2024,2
"9,00E+12",MARINA HBL 100 MULBERRY,4,2024,2
"9,00E+12",SOKLIN SMART WHITE 800,4,2024,4
"9,00E+12",SOKLIN LIQ 250 ML VIOLET,4,2024,2
"9,00E+12",LARUTAN KLNG JAMBU,4,2024,24
"9,00E+12",MORRIS CARE BODY NIACINAMIDA,4,2024,3
"9,00E+12",PONDS MENS OIL CRUNC,4,2024,1
"9,00E+12",SOKLIN SMART 725G COLOR,4,2024,4
"9,00E+12",PONDS MEN POWER CLEAR R100 G,4,2024,1
"9,00E+12",SEDAAP RAWIT BINGIT AYAM JERIT,4,2024,6
"9,00E+12",MARINA HBL 100 FRESH HONEY,4,2024,1
"9,00E+12",LARUTAN KLNG MELON,4,2024,24
"9,00E+12",SG CIPTADEN CRYSTAL SOFT,4,2024,8
"9,00E+12",SG CIPTADEN CLASIC  ISI 3 DH,4,2024,1
"9,00E+12",PILATTOS SAPI PANGGANG 20G,4,2024,34
"9,00E+12",NIAGARA MUSK ORIGINAL 100ML,4,2024,1
"9,00E+12",SUPER BUBUR  AYAM,4,2024,54
"9,00E+12",LASEGAR MELON 320ML,4,2024,34
"9,00E+12",KONIDIN,4,2024,1
"9,00E+12",MAMA LEMON EXTRA CLEAN R120 ML,4,2024,3
"9,00E+12",NIVEA DEO HJB SASET 9ML,4,2024,9
"9,00E+12",LASEGAR KLNG JAMBU,4,2024,9
"9,00E+12",PIATTOS RUMPUT LAUT,4,2024,18
"9,00E+12",LASEGAR STRAWBERRY 320ML,4,2024,31
"9,00E+12",NIVEA DEO SAC 9ML EXT BRIGHT,4,2024,13
"9,00E+12",NIVEA DS COOL CICK 150,4,2024,1
"9,00E+12",NIVEA DS MEN BLACK 150G,4,2024,1
"9,00E+12",PIATOS SAMBEL GEPREK 80G,4,2024,14
"9,00E+12",ROMA SANDWICH KRIM KACANG,4,2024,14
"9,00E+12",NIVEA MEN ACNE,4,2024,2
"9,00E+12",POCARI 350 ML,4,2024,120
"9,00E+12",MAMA LIME REFF 800,4,2024,4
"9,00E+12",KATOM BBQ 10 GRAM,4,2024,10
"9,00E+12",MAMA LIME 105ML,4,2024,1
"9,00E+12",NAGOYA SIKAT AITERNA,4,2024,8
"9,00E+12",POCARI 500 ml,4,2024,144
"9,00E+12",SG CIPT FLEXI GRIP SOFT,4,2024,11
"9,00E+12",SOKLIN LIQ 400ML,4,2024,10
"9,00E+12",SOKLIN LIQ 400ML SOFTERG,4,2024,6
"9,00E+12",NARAYA SOYA BOTOL ORI,4,2024,47
"9,00E+12",JELLYGUM LYCHEE,4,2024,45
"9,00E+12",MIE SEDAAP GORENG ORIGINAL,4,2024,16
"9,00E+12",MAMAGREEN TEA REFF 800,4,2024,1
"9,00E+12",FRESHCARE STRONG,4,2024,2
"9,00E+12",ICHITAN THAI MANGO COCONUT,4,2024,9
"9,00E+12",GIV WHITE 76 GR,4,2024,7
"9,00E+12",JASJUS LEMON 7 G,4,2024,13
"9,00E+12",JELLYGUM COLA,4,2024,29
"9,00E+12",FRES NATURAL SUMMER,4,2024,1
"9,00E+12",JASJUS JERUK ORANGE 7G,4,2024,2
"9,00E+12",GIVE SOAP TIN DAN ZAITUN,4,2024,7
"9,00E+12",AICE CHOCOLATE STICK,4,2024,51
"9,00E+12",FRES NATURAL 400BERRY MACARONI,4,2024,1
"9,00E+12",JELLYGUM GRAPE,4,2024,40
"9,00E+12",AOKA KEJU,4,2024,332
"9,00E+12",AOKA BLUBERY / STROBERY,4,2024,552
"9,00E+12",GIVE LEMON 76G,4,2024,8
"9,00E+12",ICHITAN THAI MILK COFFEE,4,2024,4
"9,00E+12",GULAKU 1 KG,4,2024,7
"9,00E+12",GOLDA COFFE DOLCE LATTE,4,2024,418
"9,00E+12",FRES NATURAL 400ML PINK,4,2024,1
"9,00E+12",GIV WHITE MULBERRY,4,2024,10
"9,00E+12",FRES NATURAL BERRY MACARON,4,2024,1
"9,00E+12",ENERGEN CHO,4,2024,1
"9,00E+12",GIV WHITE BENGKOANG REFILL250ML,4,2024,3
"9,00E+12",GOLDA COFFEE ITALIAN CAPPUCINO,4,2024,316
"9,00E+12",HOTIN CREAM 120G,4,2024,1
"9,00E+12",AMIDAS GONTOR 600ML,4,2024,755
"9,00E+12",ISOPLUS COCO 350ML,4,2024,516
"9,00E+12",GELAS OLIA LARGE,4,2024,5
"9,00E+12",GIV BW R250 ML PINK,4,2024,2
"9,00E+12",GIV 250 HIJAB ROSE & ARGAN,4,2024,4
"9,00E+12",JAPOTA SNACK 68G SAMBAL BW,4,2024,10
"9,00E+12",GIV BW R 450 ML SAKURA,4,2024,2
"9,00E+12",AMIDAS GONTOR 1500ML,4,2024,273
"9,00E+12",ADEM SARI SASET,4,2024,10
"9,00E+12",GIV 400 PUTIH,4,2024,7
"9,00E+12",AOKA GULUNG COKLAT,4,2024,147
"9,00E+12",GABIN COKLAT 125 G,4,2024,6
"9,00E+12",GIV BW R 450 ML LEMON,4,2024,1
"9,00E+12",HATARI MALKIST,4,2024,2
"9,00E+12",HOTIN CREAM,4,2024,1
"9,00E+12",GIV BE R 450 ML BENGKOANG,4,2024,5
"9,00E+12",GIV 450 SWEET BERRY,4,2024,8
"9,00E+12",HOT INCREAM,4,2024,2
"9,00E+12",AICE SEMANGKA,4,2024,50
"9,00E+12",GIV 400ML TIN&ZAITUN,4,2024,7
"9,00E+12",JELLYGUM  YOGURT,4,2024,40
"9,00E+12",GIV 450 PINK,4,2024,3
"9,00E+12",ICHITAN MILK COFFE 300,4,2024,3
"9,00E+12",HANGER HOOK,4,2024,77
"9,00E+12",GIV WATER LILY 76 GR,4,2024,7
"9,00E+12",GIV SOAP HIJAB ROSE,4,2024,13
"9,00E+12",AOKA COKLAT,4,2024,459
"9,00E+12",AINE SOAP PAPAYA 135GR,4,2024,1
"9,00E+12",GIV ROSE ARGON 400ML,4,2024,7
"9,00E+12",JASJUS SIRSAK 7 G,4,2024,33
"9,00E+12",ISOPLUS 350ML,4,2024,211
"9,00E+12",GIV PASSION FLOWERS REFILL 250ML,4,2024,2
"9,00E+12",GIV PASSION FLOWER 76 GR,4,2024,4
"9,00E+12",FRESNATURAL 70G ANGGUR,4,2024,3
"9,00E+12",AOKA GULUNG KELAPA,4,2024,61
"9,00E+12",JASJUS STRAWBERI 7 G,4,2024,52
"9,00E+12",HANSAPLAST LEMBAR 1,4,2024,2
"9,00E+12",GIV BW SAFRON&NIACINAMDE 250ML,4,2024,2
"9,00E+12",GABIN 120 GRAM,4,2024,7
"9,00E+12",JELLYGUM BUBBLE GUM,4,2024,40
"9,00E+12",AOKA DUREN,4,2024,60
"9,00E+12",HANSPLAST KOYO,4,2024,1
"9,00E+12",JAVANA GULA BATU,4,2024,425
"9,00E+12",GIV BW R250 ML TIN ZAITUN,4,2024,1
"9,00E+12",DIAPET 4 KAPSUL,4,2024,3
"9,00E+12",ENERGEN CHAMPION,4,2024,22
"9,00E+12",CIPTADENT FRESH 75 G,4,2024,11
"9,00E+12",EMERON HBL 120ML LOVELY WHITE,4,2024,2
"9,00E+12",CIPTADENT EXTRA CLEAN,4,2024,11
"9,00E+12",AOKA VANILA,4,2024,382
"9,00E+12",EMERON HAIR FALL 70 ML,4,2024,3
"9,00E+12",COCA PUFF 200 200 G,4,2024,6
"9,00E+12",CIPTADENT COOL MINT MAXI PLUS 190G,4,2024,7
"9,00E+12",DAIA DETERJEN VIOLET 290G,4,2024,15
"9,00E+12",AUTAN SAKURA 6 ML,4,2024,35
"9,00E+12",AOKA ROTI GULUNG KEJU,4,2024,187
"9,00E+12",EMERON HAIR FALL 170 ML,4,2024,1
"9,00E+12",DAIA LEMON 530G,4,2024,11
"9,00E+12",CHOKI CHOKI 10G,4,2024,78
"9,00E+12",DAIA BAG 320G CLEAN&FRESH HIJAB,4,2024,10
"9,00E+12",ENERGEN JAHE,4,2024,2
"9,00E+12",CHOCO CREAM COKLAT 180G,4,2024,10
"9,00E+12",CB POWDER 100+75 UNGU,4,2024,2
"9,00E+12",EKONOMI LIQ 132ML SIWAK,4,2024,4
"9,00E+12",CRISPY CRACKERS 150G,4,2024,6
"9,00E+12",ENERGEN KURMA,4,2024,16
"9,00E+12",EMERON HBL GLOW& BRIGHT 120ML,4,2024,3
"9,00E+12",EMERON SHP DANDRUF,4,2024,6
"9,00E+12",DAIA BUBUK LEMON 53 ML,4,2024,63
"9,00E+12",AUTAN SPRAY 100 ML REFRESH,4,2024,1
"9,00E+12",EMERON SHP SASET ALOE,4,2024,39
"9,00E+12",DUCKBILL FACE MASK 20PCS,4,2024,1
"9,00E+12",CLEAR HAIR STYLING CRM 100,4,2024,1
"9,00E+12",EKONOMI LIQ 132ML JRK NPS,4,2024,1
"9,00E+12",EMERON HBL LOVELY 120 CARING,4,2024,3
"9,00E+12",DAIA BUBUK PINK 850 G,4,2024,4
"9,00E+12",DAIA BUBUK PUTIH 53 ML,4,2024,72
"9,00E+12",EMBER OVAL,4,2024,14
"9,00E+12",CIPTADENT SG MED,4,2024,10
"9,00E+12",CIPTADENT SG DH DA MD,4,2024,21
"9,00E+12",DRINK BENG-BENG 30 GR,4,2024,10
"9,00E+12",DAIA BUNGA 530G,4,2024,2
"9,00E+12",DAIA CLEAN&FRESH 47G,4,2024,6
"9,00E+12",EMEROON BLACK SHINE 170 ML,4,2024,1
"9,00E+12",CIPTADENT FRESH MINT MAX PLUS 190G,4,2024,4
"9,00E+12",DR WHITE CLEAN SG,4,2024,3
"9,00E+12",EKONOMI LIQ 132ML SEREH,4,2024,4
"9,00E+12",DAIA CLEN FRESH HIJAB 800GR,4,2024,4
"9,00E+12",DAIA BAG 290GR BUNGA,4,2024,7
"9,00E+12",AOKA PANDAN,4,2024,258
"9,00E+12",FLORIDINA 350 COCO,4,2024,375
"9,00E+12",AUTAN JERUK&LEMON 6ML,4,2024,12
"9,00E+12",EMERON AD 10ML,4,2024,58
"9,00E+12",DEL MONTE SAUS SMBL 200GR,4,2024,2
"9,00E+12",BON CABE L.50,4,2024,56
"9,00E+12",DELMONTE SAUS BBQ 250GR,4,2024,6
"9,00E+12",FLORIDINA 360 ORANGE,4,2024,605
"9,00E+12",DAIA 850GR BUNGA,4,2024,5
"9,00E+12",BON CABE BIG PUFF 25G,4,2024,33
"9,00E+12",DAIA PINK 530G,4,2024,3
"9,00E+12",FOK ULTRA,4,2024,12
"9,00E+12",EMERON,4,2024,4
"9,00E+12",ASTOR,4,2024,26
"9,00E+12",AOKA NANAS,4,2024,87
"9,00E+12",FRES & NATURAL SB ORANGE 65 G,4,2024,12
"9,00E+12",BODREX MIGRA,4,2024,1
"9,00E+12",BETTER SANDWICH ISI 10,4,2024,1
"9,00E+12",DEL MONTE SAUS SPAGETI 200G,4,2024,4
"9,00E+12",BENG BENG 20G,4,2024,1
"9,00E+12",BENG BENG ALMOND MAXX 32GR,4,2024,99
"9,00E+12",BON CABE ORIGINAL L.30,4,2024,81
"9,00E+12",BAKARAT SIWAK GREENTEA 75G,4,2024,43
"9,00E+12",EMBER CANARY,4,2024,1
"9,00E+12",ENERGEN VAN,4,2024,18
"9,00E+12",EMERON ANTI DANDRUFF 170 ML,4,2024,1
"9,00E+12",BOTOL MINUM 1000ML,4,2024,1
"9,00E+12",DAIA PUTIH  565G,4,2024,12
"9,00E+12",BOTOL AIR UTRA 750ML,4,2024,5
"9,00E+12",DAIA SOFTENER 290G,4,2024,3
"9,00E+12",BONCABE MAKARONI 150GR,4,2024,10
"9,00E+12",BON CABE SAMBAL TABUR 7.5GR,4,2024,40
"9,00E+12",BON CABE SAC LEV 15 21 GR,4,2024,1
"9,00E+12",DAIA VIOLET 530G,4,2024,1
"9,00E+12",DAIA 850G LEMON,4,2024,4
"9,00E+12",FIBE MINI,4,2024,20
"9,00E+12",AUTAN SCT,4,2024,12
"9,00E+12",DEKA JUMBO 16G CHOCO BNN,4,2024,43
"9,00E+12",WAFER STRAWBERRY 280 G,4,2024,12
"9,00E+12",YOYIC ORIGINAL,4,2024,11
"9,00E+12",ZINC SHAMPOO LEMON MINT,4,2024,54
"9,00E+12",ZINC BLACK SHINE URANG ARING,4,2024,1
"9,00E+12",ZINC BLACK SHINE SACHET,4,2024,2
"9,00E+12",ZINC HAIR FALL 170 ML,4,2024,5
"9,00E+12",ZINC BLACK SHINE 170 ML,4,2024,5
"9,00E+12",YOU C1000 LEMON,4,2024,20
"9,00E+12",YAVA GRANOLA 125G COK VAN,4,2024,1
"9,00E+12",ZINC SHP SAC SOFT CARE,4,2024,45
"9,00E+12",ZINC 170ML SOFT SHINE,4,2024,3
"9,00E+12",WAFELLO 48GR CARAMEL,4,2024,3
"9,00E+12",ZINC ACTIVE FRESH,4,2024,3
"9,00E+12",YEYE POP CORN,4,2024,2
"9,00E+12","WINGS BIRU 4,85KG",4,2024,4
"9,00E+12",ZINC 170ML CLEAN,4,2024,2
"9,00E+12",SUPER BUBUR KUAH SOTO,4,2024,6
"9,00E+12",YAVA SWEET CASHEW 45G,4,2024,1
"9,00E+12",WIPOL POUCH 240ML,4,2024,1
"9,00E+12",YOYIC BLUBERI,4,2024,15
"9,00E+12",ZACT PG STAIN FIGHTER,4,2024,14
"9,00E+12",WAFER PANDAN 280 G,4,2024,12
"9,00E+12",ZINC ANTI DANDRUFF CL ACTIVE,4,2024,1
"9,00E+12",WAFELLO 48GR CHOCO,4,2024,3
"9,00E+12",ZINC HIJAB ACTIVE HENNA 170ML,4,2024,1
"9,00E+12",YAVA POPCORN 60G CARAMEL CASHEW,4,2024,1
"9,00E+12",ZINC 90 REFRESHINGCOOL,4,2024,1
"9,00E+12",YOYIC JERUK,4,2024,29
"9,00E+12",WAFER VANILLA + SUSU,4,2024,8
"9,00E+12",TUANG TUANG NYINYIR NETIJEN 5G,4,2024,53
"9,00E+12",TOP GULA AREN 3 IN 1C,4,2024,19
"9,00E+12",TEH JAVANA MELATI 350,4,2024,704
"9,00E+12",TEH KOTAK 200 MELATI,4,2024,72
"9,00E+12",TOP GULA AREN 22 G,4,2024,19
"9,00E+12",TORA BIKA SUSU,4,2024,6
"9,00E+12",TOP AVOCADO COFFE,4,2024,5
"9,00E+12",TORA CAFE CAPPUCCINO 23 G,4,2024,6
"9,00E+12",TEH PUCUK 1500ML,4,2024,202
"9,00E+12",ULTRA MILK 1000 CHO,4,2024,3
"9,00E+12",TEH PUCUK HARUM 350ML,4,2024,707
"9,00E+12",TORA CAFE CO,4,2024,11
"9,00E+12",TUANG TUANG PEDES NYELEKIT 5G,4,2024,60
"9,00E+12",TEHBOTOL SOSRO ORIGINAL 350 ML,4,2024,107
"9,00E+12",TORA BIKA MOKA 2,4,2024,4
"9,00E+12",TEMPAT SABUN BATANG,4,2024,3
"9,00E+12",TEMPAT SABUN NAGATA,4,2024,45
"9,00E+12",TUANG TUANG KREMES CABE NYANTAI 5G,4,2024,40
"9,00E+12",TORA CAFE ICED CAPPUCCINO,4,2024,48
"9,00E+12",TIC TAC 100 AB,4,2024,20
"9,00E+12",TIC TAC 100 ASIN,4,2024,11
"9,00E+12",TOASTY CHEESE 80GRAM,4,2024,5
"9,00E+12",TIC TAC 100 PEDAS,4,2024,10
"9,00E+12",TIC TAC 100 SAPI PANGGANG,4,2024,15
"9,00E+12",TORA CAFE ICED MILKY LATTE,4,2024,55
"9,00E+12",TOASTY CHEESE 180G,4,2024,2
"9,00E+12",TINI WINI BITI PIZZA,4,2024,1
"9,00E+12",TARO 10 SEAWEED,4,2024,14
"9,00E+12",ULTRAFLU,4,2024,9
"9,00E+12",SYSTEMA 75 MENTOL BREEZE,4,2024,17
"9,00E+12",ULTRA SARI KACANG IJO 250L,4,2024,49
"9,00E+12",SYSTEMA SD ACTIVE CLEAN SOFT,4,2024,10
"9,00E+12",SYSTEMA SG SOFT,4,2024,9
"9,00E+12",SYTEMA PG 190 FRESH,4,2024,4
"9,00E+12",SYTEMA SG CHARCOAL REG SOFT,4,2024,4
"9,00E+12",TARO 10 POTATO BBQ,4,2024,13
"9,00E+12",TOP KOPI SUSU SCT,4,2024,16
"9,00E+12",TOP KOPI MOCCA,4,2024,11
"9,00E+12",ULTRAFLU EXTRA,4,2024,2
"9,00E+12",SYSTEMA 105 SENSITIVE WHITE,4,2024,5
"9,00E+12",TOP KOPI GULA,4,2024,9
"9,00E+12",TOP WHITE KOPI SCT,4,2024,30
"9,00E+12",TARO NET POTATO BBQ 65G,4,2024,1
"9,00E+12",SUPERSTAR SNAP,4,2024,16
"9,00E+12",TOP KOPI SUSU KENTAL MANIS,4,2024,23
"9,00E+12",TOP KOPI CAPUCINO,4,2024,27
"9,00E+12",VEGETABLE CRACKERS 180 GRAM,4,2024,5
